"","X","id","date","Time_today","numberof_Timesattend","Total_membersAttend","Attend_2000","Attend_1999","Event1st_mostimportant","Event2nd_mostimportant","Event3rd_mostimportant","Event4th_mostimportant","Event5th_mostimportant","show_concocrane","show_heatherSmith","show_trooper","show_prairieOyster","show_skarecrow","show_widemouthmason","show_mcMaster&James","show_leahy","show_ritachairelli","show_mollyJohnson","Spent_carnival","Spent_food","Spent_beerwine","Spent_vendoritems","Spent_buckforBands","Spend_moretoday","Ten_admissionattend","AttendingSpent_merchandise","AttendingSpent_food","AttendingSpent_otherpurposes","Town","Total_Householdmembers","Education_Level","Age_range","Occupation","Hosehold_Income2000","Event1st_mostimportant1","Event2nd_mostimportant1","Event3rd_mostimportant1","Event4th_mostimportant1","Event5th_mostimportant1","Spent_Carnival1","Spent_food1","Spent_Beer&Wine1","Spent_Vendors1","Spent_Buck for Bands1","Spend_more1","Spent_Downtownmerch","Spent_Downtownfood","Spent_Downtownother","Ten_admissionattend1","House_members","Age_Range"
"248",250,250,15,0.2,"One time",2,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,16.6,18,10,4.6,20,5,52,20,11,"Hamilton",2,"University graduate","B-70 and older","E-Reired","W-$40,000-$59,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$21-50","$11-20","$11-20","$6-10","$0-5","$11-20","$51-100","$11-20","$11-20","Definitely would","0-2","B-70 and older"
"249",251,251,15,1,NA,2,"Yes","Yes",3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,20,15.6,15,5,60,5,75,80,17,"Hamilton",2,"High School or less","G-50-59","E-Reired","W-$40,000-$59,999","Stage shows","Food,bear,wine","Carnival","Vendors","Parade","$21-50","$11-20","$11-20","$11-20","$0-5","$51-100","$51-100","$51-100","$11-20","Definitely would","0-2","G-50-59"
"250",252,252,15,0.1,NA,2,"No","No",3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,20,28,20,6.2,60,1,30,50,17,"Burlington",2,"High School or less","A-40-49","G-Unemployed","W-$40,000-$59,999","Stage shows","Food,bear,wine","Vendors","Carnival","Parade","$21-50","$11-20","$21-50","$11-20","$6-10","$51-100","$21-50","$21-50","$11-20","Definitely would not","0-2","A-40-49"
"251",253,253,15,0.2,NA,2,"No","No",3,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,17,28,16,3.2,50,2,100,49,22,"Burlington",2,"Some or graduated from community college","E-60-69","X-Self employed","B-$60,000-$79,999","Stage shows","Vendors","Food,bear,wine","Parade","Carnival","$21-50","$11-20","$21-50","$11-20","$0-5","$21-50","$51-100","$21-50","$21-50","Probably would not","0-2","E-60-69"
"252",254,254,15,0.1,"One time",1.6,"Yes","Yes",3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.2,15,19,2.2,25,2,28,23,11,"Hamilton",2,"University graduate","T-25-29","A-Teacher","W-$40,000-$59,999","Stage shows","Food,bear,wine","Vendors","Carnival","Parade","$6-10","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Probably would not","0-2","T-25-29"
"253",255,255,15,1,"One time",2,"Yes","Yes",3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,12,16,16,3.2,30,4,55,42.4,82,"Burlington",2,"Some or graduated from community college","A-40-49","Y-Professional","U-$100,000 and more","Stage shows","Food,bear,wine","Stage shows","Carnival","Stage shows","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$51-100","$21-50","$51-100","Probably would","0-2","A-40-49"
"254",256,256,15,0.3,"One time",2,"Yes","Yes",2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,13,8,3,15,5,67,76,13,"Hamilton",2,"High School or less","E-60-69","L-Managerial position","B-$60,000-$79,999","Carnival","Stage shows","Food,bear,wine","Carnival","Stage shows","$6-10","$0-5","$11-20","$6-10","$0-5","$11-20","$51-100","$51-100","$11-20","Definitely would","0-2","E-60-69"
"255",257,257,15,0.1,"One time",3,"Yes","Yes",2,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,6,11,7,2.8,20,4,38,33,13,"Oakville",4,"High School or less","A-40-49","P-Unskilled labour","L-$80,000-$99,999","Carnival","Stage shows","Food,bear,wine","Vendors","Parade","$11-20","$6-10","$11-20","$6-10","$0-5","$11-20","$21-50","$21-50","$11-20","Probably would","3-5","A-40-49"
"256",258,258,15,0.5,"One time",1,"No","No",5,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,12,18,4,20,3,40,20,7,"Burlington",1,"High School or less","E-60-69","L-Managerial position","D-$20,000-$39,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$11-20","$11-20","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$6-10","Might or might not","0-2","E-60-69"
"257",259,259,15,1,"One time",2,"Yes","No",3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.25,13,18,26,6,40,1,42,36,11,"Burlington",3,"High School or less","A-40-49","D-Skilled labour","W-$40,000-$59,999","Stage shows","Food,bear,wine","Vendors","Carnival","Parade","$21-50","$11-20","$11-20","$21-50","$6-10","$21-50","$21-50","$21-50","$11-20","Definitely would not","3-5","A-40-49"
"258",260,260,15,0.5,"One time",1,"No","Yes",3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,6,8,13,4,28,4,24,15,30,"Burlington",1,"High School or less","D-30-39","D-Skilled labour","D-$20,000-$39,999","Stage shows","Stage shows","Stage shows","Stage shows","Food,bear,wine","$11-20","$6-10","$6-10","$11-20","$0-5","$21-50","$21-50","$11-20","$21-50","Probably would","0-2","D-30-39"
"259",261,261,15,0.25,"One time",3,"No","No",2,5,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,18,20,2.4,20,2,34,23,28,"Burlington",3,"High School or less","D-30-39","X-Self employed","B-$60,000-$79,999","Carnival","Parade","Vendors","Food,bear,wine","Stage shows","$11-20","$11-20","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$21-50","Probably would not","3-5","D-30-39"
"260",262,262,15,0.5,"One time",1,"Yes","Yes",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,8.2,10,18,1.8,10,4,17,5,17,"Burlington",1,"University graduate","G-50-59","H-Office worker","G-$10,000-$19,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$11-20","$6-10","$6-10","$11-20","$0-5","$6-10","$11-20","$0-5","$11-20","Probably would","0-2","G-50-59"
"261",263,263,15,0.1,"One time",2,"Yes","Yes",3,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10,12.8,11,2,40,5,47,20,8,"Oakville",2,"Some or graduated from community college",NA,NA,"W-$40,000-$59,999","Stage shows","Food,bear,wine","Vendors","Food,bear,wine","Stage shows","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$6-10","Definitely would","0-2",NA
"262",264,264,15,0.3,"Two times",1,"Yes","Yes",3,2,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,6.8,11.4,10,4.2,20,1,32,20,15,"Burlington",3,"Some or graduated from community college","G-50-59","E-Reired","B-$60,000-$79,999","Stage shows","Carnival","Food,bear,wine","Parade","Vendors","$21-50","$6-10","$11-20","$6-10","$0-5","$11-20","$21-50","$11-20","$11-20","Definitely would not","3-5","G-50-59"
"263",265,265,15,0.2,"One time",2,"No","No",4,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.25,9.6,18,13,7,30,4,33,19,21,"Hamilton",2,"High School or less","E-60-69","H-Office worker","W-$40,000-$59,999","Food,bear,wine","Stage shows","Vendors","Carnival","Parade","$21-50","$6-10","$11-20","$11-20","$6-10","$21-50","$21-50","$11-20","$21-50","Probably would","0-2","E-60-69"
"264",266,266,15,1,"One time",2,"Yes","Yes",2,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,11,5,2.4,10,2,23,29,14,"Burlington",3,"Some or graduated from community college","A-40-49","M-Sales position","W-$40,000-$59,999","Carnival","Stage shows","Food,bear,wine","Parade","Vendors","$11-20","$0-5","$11-20","$0-5","$0-5","$6-10","$21-50","$21-50","$11-20","Probably would not","3-5","A-40-49"
"265",267,267,15,0.3,"One time",2,"Yes","Yes",4,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,7,18.4,20,3.6,50,4,39,80,13,"Burlington",2,"Some or graduated from community college","T-25-29","H-Office worker","L-$80,000-$99,999","Food,bear,wine","Stage shows","Vendors","Carnival","Parade","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$51-100","$11-20","Probably would","0-2","T-25-29"
"266",268,268,15,1,"One time",1,"No","No",1,4,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,17,20.6,32,6.2,100,2,32,25,14,"Toronto",4,"Some or graduated from community college","T-25-29","L-Managerial position","B-$60,000-$79,999","Vendors","Food,bear,wine","Carnival","Stage shows","Parade","$51-100","$11-20","$21-50","$21-50","$6-10","$51-100","$21-50","$21-50","$11-20","Probably would not","3-5","T-25-29"
"267",269,269,15,1,"One time",3,"No","No",2,1,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,17,20,10.2,40,4,34,31,19,"Burlington",5,"University graduate","E-60-69","D-Skilled labour","B-$60,000-$79,999","Carnival","Vendors","Food,bear,wine","Parade","Stage shows","$11-20","$11-20","$11-20","$11-20","$11-20","$21-50","$21-50","$21-50","$11-20","Probably would","3-5","E-60-69"
"268",270,270,15,0.5,NA,1,"No","No",4,3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,14.4,15,17,8.2,40,2,40,33,7,"Hamilton",2,"Vocational training","E-60-69","E-Reired","B-$60,000-$79,999","Food,bear,wine","Stage shows","Vendors","Carnival","Parade","$11-20","$11-20","$11-20","$11-20","$6-10","$21-50","$21-50","$21-50","$6-10","Probably would not","0-2","E-60-69"
"269",271,271,15,0.25,NA,2,"Yes","Yes",2,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,3.5,9,9,3,25,1,54,21,14,"Hamilton",2,"Some or graduated from community college","T-25-29","D-Skilled labour","W-$40,000-$59,999","Carnival","Vendors","Food,bear,wine","Stage shows","Parade","$11-20","$0-5","$6-10","$6-10","$0-5","$21-50","$51-100","$21-50","$11-20","Definitely would not","0-2","T-25-29"
"270",272,272,15,0.2,"One time",4,"No","Yes",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,10.6,13,15,2.4,20,1,45,26,27,"Hamilton",5,"Some or graduated from community college","G-50-59","H-Office worker","B-$60,000-$79,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$11-20","$11-20","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$21-50","Definitely would not","3-5","G-50-59"
"271",273,273,15,1.5,"One time",2,"No","No",3,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,5.75,11,12,3,20,5,29,46,18,"Burlington",2,"Some or graduated from community college","T-25-29","Y-Professional","L-$80,000-$99,999","Stage shows","Food,bear,wine","Carnival","Parade","Vendors","$11-20","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$11-20","Definitely would","0-2","T-25-29"
"272",274,274,15,2,"One time",2,"No","No",3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,50,28,29,4.2,50,2,20,100,15,"Burlington",4,"Some or graduated from community college","T-25-29","C-Other","D-$20,000-$39,999","Stage shows","Food,bear,wine","Carnival","Vendors","Parade","$51-100","$21-50","$21-50","$21-50","$0-5","$21-50","$11-20","$51-100","$11-20","Probably would not","3-5","T-25-29"
"273",275,275,15,2,"One time",1,"Yes","Yes",3,2,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3,12,11,2.6,15,2,22,10,17,"Burlington",3,"Some or graduated from community college","T-25-29","X-Self employed","G-$10,000-$19,999","Stage shows","Carnival","Vendors","Food,bear,wine","Parade","$0-5","$0-5","$11-20","$11-20","$0-5","$11-20","$21-50","$6-10","$11-20","Probably would not","3-5","T-25-29"
"274",276,276,15,0.2,"One time",1,"Yes","No",3,5,4,2,1,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,14.6,16.15,10,16,4.2,20,4,20,10,12,"Burlington",2,"University graduate","A-40-49","H-Office worker","W-$40,000-$59,999","Stage shows","Parade","Food,bear,wine","Carnival","Vendors","$11-20","$11-20","$6-10","$11-20","$0-5","$11-20","$11-20","$6-10","$11-20","Probably would","0-2","A-40-49"
"275",277,277,15,2,"One time",2,"No","No",2,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10.4,14.8,15,5.4,20,1,50,55,8,"Burlington",4,"University graduate","G-50-59","Y-Professional","W-$40,000-$59,999","Carnival","Vendors","Stage shows","Food,bear,wine","Parade","$6-10","$11-20","$11-20","$11-20","$6-10","$11-20","$21-50","$51-100","$6-10","Definitely would not","3-5","G-50-59"
"276",278,278,15,0.5,"One time",1,"Yes","Yes",3,2,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9.8,11.8,26,3.8,15,4,22,10,14,"Hamilton",1,"High School or less","A-40-49","D-Skilled labour","D-$20,000-$39,999","Stage shows","Carnival","Parade","Vendors","Food,bear,wine","$6-10","$6-10","$11-20","$21-50","$0-5","$11-20","$21-50","$6-10","$11-20","Probably would","0-2","A-40-49"
"277",279,279,15,0.5,"One time",2,"No","No",3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,12,12.4,16,2,20,2,122,52,11,"Hamilton",4,"Some or graduated from community college","A-40-49","D-Skilled labour","U-$100,000 and more","Stage shows","Stage shows","Stage shows","Stage shows","Food,bear,wine","$21-50","$11-20","$11-20","$11-20","$0-5","$11-20","$101-200","$51-100","$11-20","Probably would not","3-5","A-40-49"
"278",280,280,15,1,"One time",2,"No","No",2,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,10,14,14,2.4,20,4,48,20,17,"Hamilton",3,"High School or less","V-20-24","O-Student full time","W-$40,000-$59,999","Carnival","Food,bear,wine","Stage shows","Vendors","Parade","$11-20","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$11-20","Probably would","3-5","V-20-24"
"279",281,281,15,2,"Two times",4,"Yes","Yes",3,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14,20,7,10,20,3,30,100,11,"Burlington",4,"High School or less","D-30-39","X-Self employed","W-$40,000-$59,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$21-50","$11-20","$11-20","$6-10","$6-10","$11-20","$21-50","$51-100","$11-20","Might or might not","3-5","D-30-39"
"280",282,282,15,2,"One time",1,"Yes","Yes",3,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,9.4,11,13,2,30,2,50,50,16,"Burlington",1,"Vocational training","B-70 and older","E-Reired","W-$40,000-$59,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Probably would not","0-2","B-70 and older"
"281",283,283,15,0.2,"One time",2,"No","No",3,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,21.8,12,2,20,2,42,49,14,"Burlington",4,"High School or less","A-40-49","B-Not employed outside of home","B-$60,000-$79,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$21-50","$0-5","$21-50","$11-20","$0-5","$11-20","$21-50","$21-50","$11-20","Probably would not","3-5","A-40-49"
"282",284,284,15,2,"One time",1,"No","Yes",3,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,20,27.2,8,6,36,1,37,30,16,"Hamilton",1,"Some or graduated from community college","G-50-59","D-Skilled labour","D-$20,000-$39,999","Stage shows","Food,bear,wine","Carnival","Parade","Vendors","$21-50","$11-20","$21-50","$6-10","$6-10","$21-50","$21-50","$21-50","$11-20","Definitely would not","0-2","G-50-59"
"283",285,285,15,2,"One time",3,"No","No",2,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3.5,22.4,9,6.4,27,4,23,20,23,"Hamilton",4,"Some or graduated from community college","D-30-39","D-Skilled labour","B-$60,000-$79,999","Carnival","Stage shows","Food,bear,wine","Parade","Vendors","$21-50","$0-5","$21-50","$6-10","$6-10","$21-50","$21-50","$11-20","$21-50","Probably would","3-5","D-30-39"
"284",286,286,15,0.1,"One time",2,"No","No",3,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,11.4,14,2.6,20,2,100,50,34,"Other",4,"Some or graduated from community college","A-40-49","L-Managerial position","B-$60,000-$79,999","Stage shows","Vendors","Food,bear,wine","Carnival","Parade","$6-10","$0-5","$11-20","$11-20","$0-5","$11-20","$51-100","$21-50","$21-50","Probably would not","3-5","A-40-49"
"285",287,287,15,0.2,"One time",4,"Yes","Yes",3,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,27.7,23.6,15,5,27,4,36,55,11,"Burlington",4,"High School or less","G-50-59","D-Skilled labour","B-$60,000-$79,999","Stage shows","Parade","Food,bear,wine","Vendors","Carnival","$21-50","$21-50","$21-50","$11-20","$0-5","$21-50","$21-50","$51-100","$11-20","Probably would","3-5","G-50-59"
"286",288,288,15,0.3,"One time",2,"No","No",3,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11.4,15,9,3.6,10,4,42,17.2,9,"Hamilton",2,"Some or graduated from community college","A-40-49","C-Other","D-$20,000-$39,999","Stage shows","Vendors","Carnival","Stage shows","Parade","$21-50","$11-20","$11-20","$6-10","$0-5","$6-10","$21-50","$11-20","$6-10","Probably would","0-2","A-40-49"
"287",289,289,15,0.25,"Two times",2,"Yes","No",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.15,15,11,12,2.4,10,2,15,20,14,"Burlington",2,"Some or graduated from community college","T-25-29","M-Sales position","B-$60,000-$79,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$11-20","$11-20","$11-20","$11-20","$0-5","$6-10","$11-20","$11-20","$11-20","Probably would not","0-2","T-25-29"
"288",290,290,15,0.2,"Two times",2,"No","No",2,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,15,19,12,2.9,15,3,77,50,9,"Burlington",3,"Some university","A-40-49","G-Unemployed","U-$100,000 and more","Carnival","Food,bear,wine","Stage shows","Carnival","Food,bear,wine","$21-50","$11-20","$11-20","$11-20","$0-5","$11-20","$51-100","$21-50","$6-10","Might or might not","3-5","A-40-49"
"289",291,291,15,0.5,"One time",2,"No","No",3,4,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,16,33,18,3.4,20,4,39,42.4,14,"Burlington",2,"University graduate","G-50-59","E-Reired","B-$60,000-$79,999","Stage shows","Food,bear,wine","Carnival","Parade","Vendors","$21-50","$11-20","$21-50","$11-20","$0-5","$11-20","$21-50","$21-50","$11-20","Probably would","0-2","G-50-59"
"290",292,292,15,3,"One time",4,"No","No",2,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,15,19.8,23,10,49,5,70,33,18,"Oakville",4,"High School or less","A-40-49","E-Reired","U-$100,000 and more","Carnival","Food,bear,wine","Stage shows","Vendors","Parade","$21-50","$11-20","$11-20","$21-50","$6-10","$21-50","$51-100","$21-50","$11-20","Definitely would","3-5","A-40-49"
"291",293,293,15,1,"One time",3,"Yes","Yes",5,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,29,18,18,11,100,5,58,40,16,"Burlington",4,"High School or less","A-40-49","L-Managerial position","W-$40,000-$59,999","Parade","Carnival","Stage shows","Vendors","Food,bear,wine","$21-50","$21-50","$11-20","$11-20","$11-20","$51-100","$51-100","$21-50","$11-20","Definitely would","3-5","A-40-49"
"292",294,294,15,0.2,"One time",2,"Yes","Yes",3,5,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10.8,11,8,1.4,20,4,10,50,24,"Burlington",3,"Some or graduated from community college","T-25-29","L-Managerial position","L-$80,000-$99,999","Stage shows","Parade","Carnival","Vendors","Food,bear,wine","$21-50","$11-20","$11-20","$6-10","$0-5","$11-20","$6-10","$21-50","$21-50","Probably would","3-5","T-25-29"
"293",295,295,15,1.5,"One time",1,"Yes","Yes",2,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22.75,24.4,29,4.4,10,1,42,15,27,"Burlington",4,"High School or less","V-20-24","O-Student full time","B-$60,000-$79,999","Carnival","Stage shows","Food,bear,wine","Parade","Vendors","$0-5","$21-50","$21-50","$21-50","$0-5","$6-10","$21-50","$11-20","$21-50","Definitely would not","3-5","V-20-24"
"294",296,296,15,0.2,"One time",3,"Yes","No",4,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,8,9.4,13,3,30,1,50,50,13,"Oakville",4,"High School or less","D-30-39","X-Self employed","W-$40,000-$59,999","Food,bear,wine","Stage shows","Vendors","Parade","Carnival","$21-50","$6-10","$6-10","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would not","3-5","D-30-39"
"295",297,297,15,0.5,"One time",1,"Yes","Yes",3,4,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10,14,13,3.4,31,5,54,10,60,"Burlington",2,"Some or graduated from community college","T-25-29","C-Other","W-$40,000-$59,999","Stage shows","Food,bear,wine","Carnival","Vendors","Parade","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$51-100","$6-10","$51-100","Definitely would","0-2","T-25-29"
"296",298,298,15,2,"Two times",1,"No","No",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,19,17,4.2,20,4,53,45,30,"Burlington",1,"Some or graduated from community college","D-30-39","C-Other","W-$40,000-$59,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$21-50","$21-50","$11-20","$11-20","$0-5","$11-20","$51-100","$21-50","$21-50","Probably would","0-2","D-30-39"
"297",299,299,15,0.1,"One time",1,"No","Yes",3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9.4,17.8,15,3.4,10,2,23,5,10,"Burlington",4,"High School or less","F-16-19","P-Unskilled labour","B-$60,000-$79,999","Stage shows","Vendors","Carnival","Food,bear,wine","Parade","$11-20","$6-10","$11-20","$11-20","$0-5","$6-10","$21-50","$0-5","$6-10","Probably would not","3-5","F-16-19"
"298",300,300,15,0.1,"One time",2,"Yes","Yes",3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,11,12,18,7.4,20,4,29,36,33,"Burlington",4,"High School or less","A-40-49","H-Office worker","L-$80,000-$99,999","Stage shows","Food,bear,wine","Vendors","Carnival","Parade","$21-50","$11-20","$11-20","$11-20","$6-10","$11-20","$21-50","$21-50","$21-50","Probably would","3-5","A-40-49"
"299",301,301,15,0.1,"One time",2,"Yes","Yes",3,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,14.6,13,16,2.4,25,5,50,28.6,18,"Burlington",2,"High School or less","E-60-69","E-Reired","W-$40,000-$59,999","Stage shows","Parade","Vendors","Food,bear,wine","Carnival","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would","0-2","E-60-69"
"300",302,302,15,0.1,"One time",2,"Yes","Yes",3,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11.4,24,50,4.8,40,3,30,15,11,"Burlington",2,"Some or graduated from community college","G-50-59","E-Reired","B-$60,000-$79,999","Stage shows","Food,bear,wine","Parade","Carnival","Vendors","$0-5","$11-20","$21-50","$21-50","$0-5","$21-50","$21-50","$11-20","$11-20","Might or might not","0-2","G-50-59"
"301",303,303,15,1.5,"One time",2,"Yes","Yes",3,4,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,30,20,29,4.6,100,2,100,100,18,"Burlington",2,"High School or less","G-50-59","Y-Professional","L-$80,000-$99,999","Stage shows","Food,bear,wine","Vendors","Parade","Carnival","$21-50","$21-50","$11-20","$21-50","$0-5","$51-100","$51-100","$51-100","$11-20","Probably would not","0-2","G-50-59"
"302",304,304,15,2,"One time",2,"Yes","Yes",3,4,1,5,2,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,26,20,26,15,6.6,50,5,73,100,22,"Burlington",2,"High School or less","E-60-69","X-Self employed","B-$60,000-$79,999","Stage shows","Food,bear,wine","Vendors","Parade","Carnival","$21-50","$11-20","$21-50","$11-20","$6-10","$21-50","$51-100","$51-100","$21-50","Definitely would","0-2","E-60-69"
"303",305,305,15,0.5,"One time",3,"No","Yes",2,3,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,13,10,3.4,19,1,33,20,14,"Hamilton",3,"High School or less","D-30-39","X-Self employed","B-$60,000-$79,999","Carnival","Stage shows","Food,bear,wine","Parade","Vendors","$6-10","$6-10","$11-20","$6-10","$0-5","$11-20","$21-50","$11-20","$11-20","Definitely would not","3-5","D-30-39"
"304",306,306,15,0.2,"One time",2,"No","No",3,1,4,5,2,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,24.2,10,12,12,2.4,20,2,17,10,10,"Oakville",3,"High School or less","G-50-59","H-Office worker","W-$40,000-$59,999","Stage shows","Vendors","Food,bear,wine","Parade","Carnival","$21-50","$6-10","$11-20","$11-20","$0-5","$11-20","$11-20","$6-10","$6-10","Probably would not","3-5","G-50-59"
"305",307,307,15,0.1,"One time",1,"Yes","Yes",3,4,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,5,12,15,1,40,4,18,28,38,"Burlington",1,"University graduate","G-50-59","H-Office worker","W-$40,000-$59,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$11-20","$0-5","$11-20","$11-20","$0-5","$21-50","$11-20","$21-50","$21-50","Probably would","0-2","G-50-59"
